task_id,anchor_score,anchor_cost,anchor_memory,anchor_params,anchor_nodes,anchor_file_size,local_pass,local_total,source_label,source_risk,source_matches,known_match_summary,best_seen_score,best_seen_cost,best_seen_attempt,attempt_count,family_primary,family_tags,family_features,shape_profile,public_tail_tags,pseudo_hidden_status,pseudo_hidden_summary,known_prototypes,known_builders,known_reports,next_allowed_action,priority_score
task140,19.091917,368,360,8,2,394,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,19.091917,368,candidate_nadeem6252_plus_ours_38_score_n3,76,covered_or_unclassified,covered_or_unclassified,covered_by_existing_dsl_or_missing_feature_report,in 3-3x3-3 -> out 3-3x3-3; pal 6->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,0
task141,15.331033,15819,15750,69,21,2345,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",15.331033,15819,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 7-15x7-15 -> out 7-15x7-15; pal 4->4,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,11
task142,17.504458,1800,0,1800,1,7454,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",17.504458,1800,afr1ste_5689_score_n3,76,tiling,tiling,"train=3;test=1;tile,out_larger,color_subset,color_superset,color_same",in 3-3x3-3 -> out 6-6x6-6; pal 4->4,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task143,15.124860,19441,19384,57,24,2144,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",15.124860,19441,afr1ste_5689_score_n3,76,color_remap,color_remap,"train=3;test=1;shape_preserving,color_subset,color_remap",in 10-10x10-10 -> out 10-10x10-10; pal 9->8,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,2
task144,18.352312,771,736,35,13,1320,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",18.352312,771,candidate_v4_plus10_compiler2_score_n3,76,reduce,reduce,"train=4;test=1;out_smaller,reduce",in 9-9x4-4 -> out 4-4x4-4; pal 4->2,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task145,13.796907,73357,72424,933,325,31434,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,biohack44_super,biohack44_6080",13.847227,69757,afr1ste_5689_score_n3,76,other,other,"train=4;test=1;shape_preserving,color_superset",in 11-18x13-16 -> out 11-18x13-16; pal 2->4,public_bottom15;matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,46
task146,17.278651,2256,2232,24,29,1894,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_super;candidate_v2;candidate_v4;current_best_6122;nadeem_6252;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6067,octaviograu_6154,afr1ste_5689,biohack44_super,biohack44_6080",17.278651,2256,afr1ste_5689_score_n3,76,reduce,reduce,"train=4;test=1;out_smaller,color_subset,reduce",in 9-9x3-3 -> out 3-3x3-3; pal 9->5,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task147,18.186555,910,0,910,1,3825,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",18.186555,910,afr1ste_5689_score_n3,76,other,other,"train=4;test=1;shape_preserving,color_superset",in 3-5x3-6 -> out 3-5x3-6; pal 2->3,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task148,14.999885,22029,21676,353,110,6750,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",14.999885,22029,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 19-20x8-10 -> out 19-20x8-10; pal 3->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,2
task149,19.858336,171,72,99,5,1001,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",19.858336,171,candidate_v4_plus10_compiler2_score_n3,76,reduce,reduce,"train=4;test=1;out_smaller,reduce",in 11-11x11-11 -> out 3-3x3-3; pal 3->2,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,build_task149_sparse_fused.py,task149_bool_fusion.md,Run or extend pseudo-hidden audit before using the builder.,5
task150,18.276168,832,800,32,10,1657,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"nadeem_6252,octaviograu_6154,biohack44_super",18.276168,832,candidate_v4_plus10_compiler2_score_n3,76,covered_or_unclassified,covered_or_unclassified,covered_by_existing_dsl_or_missing_feature_report,in 3-7x3-7 -> out 3-7x3-7; pal 4->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,0
task151,18.186555,910,0,910,1,3880,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",18.186555,910,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 4-8x4-8 -> out 4-8x4-8; pal 7->8,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,0
task152,17.504458,1800,0,1800,1,7454,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",17.504458,1800,afr1ste_5689_score_n3,76,tiling,tiling,"train=4;test=1;tile,out_larger,color_subset,color_superset,color_same",in 3-3x3-3 -> out 6-6x6-6; pal 8->8,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task153,15.018718,21618,20916,702,103,11982,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,nadeem_6252,15.649898,11500,blend_v360_score,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,reduce",in 10-10x10-10 -> out 3-3x3-3; pal 6->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,build_task153.py,,Run or extend pseudo-hidden audit before using the builder.,7
task154,14.322200,43382,42392,990,44,7883,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,"nadeem_6252,octaviograu_6154,biohack44_super",14.322200,43382,candidate_nadeem6252_plus_ours_v3_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 15-15x15-15 -> out 15-15x15-15; pal 3->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,5
task155,18.276168,832,800,32,10,1657,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"nadeem_6252,octaviograu_6154,biohack44_super",18.276168,832,candidate_v4_plus10_compiler2_score_n3,76,covered_or_unclassified,covered_or_unclassified,covered_by_existing_dsl_or_missing_feature_report,in 5-7x5-7 -> out 5-7x5-7; pal 6->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,0
task156,14.824541,26251,24352,1899,371,48746,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"nadeem_6252,octaviograu_6154,biohack44_super",14.824541,26251,candidate_v4_plus10_compiler2_score_n3,76,other,other,"train=2;test=1;shape_preserving,color_superset",in 10-10x10-10 -> out 10-10x10-10; pal 2->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,3
task157,13.773251,75113,74312,801,2422,204564,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,nadeem_6252,13.773251,75113,candidate_nadeem6252_plus_ours_v4_score_n3,76,color_fill,color_fill,"train=2;test=1;shape_preserving,color_fill",in 10-10x15-15 -> out 10-10x15-15; pal 3->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,7
task158,12.838381,191304,190938,366,253,21962,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,nadeem_6252,12.883972,182778,blend_v360_score,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 20-21x19-22 -> out 20-21x19-22; pal 6->6,public_bottom15;cost_monster_top30;low_score_bottom30,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,"Open semantic-factory pass: inspect examples, write prototype, then stress-test.",80
task159,13.597995,89501,85396,4105,57,12966,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",13.597995,89501,afr1ste_5689_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,color_superset,color_same,reduce",in 18-21x21-24 -> out 5-11x5-11; pal 5->5,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,17
task160,16.569237,4586,4520,66,19,2189,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_super;candidate_v2;candidate_v4;nadeem_6252;octaviograu_6154,"nadeem_6252,candidate_v4,octaviograu_6154,biohack44_super",16.569237,4586,biohack44_super_score_n3,76,other,other,"train=2;test=1;shape_preserving,color_superset",in 10-10x10-10 -> out 10-10x10-10; pal 2->3,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task161,13.923427,64639,64611,28,39,4323,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,nadeem_6252,13.923427,64639,candidate_nadeem6252_plus_ours_v3_score_n3,76,color_remap,color_remap,"train=3;test=1;shape_preserving,color_subset,color_remap",in 11-15x17-22 -> out 11-15x17-22; pal 7->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,6
task162,13.944502,63291,63248,43,19,2268,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",13.944502,63291,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 20-20x20-20 -> out 20-20x20-20; pal 4->5,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,16
task163,14.916318,23949,22294,1655,68,10270,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;current_best_6122,"current_best_6122,candidate_v4",14.916318,23949,candidate_bio_t200_t084_score_n3,76,color_remap,color_remap,"train=4;test=1;shape_preserving,color_subset,color_remap",in 11-11x11-11 -> out 11-11x11-11; pal 10->9,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,3
task164,21.598803,30,0,30,1,479,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;konbu17_v36;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",21.598803,30,afr1ste_5689_score_n3,76,tiling,tiling,"train=4;test=1;tile,out_larger,color_subset,color_superset,color_same",in 3-3x3-3 -> out 3-3x6-6; pal 3->3,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task165,13.879762,67524,66530,994,25,4910,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",13.879762,67524,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 20-20x20-20 -> out 20-20x20-20; pal 7->7,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,16
task166,14.881845,24789,24752,37,11,1318,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",14.881845,24789,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 7-14x8-10 -> out 7-14x8-10; pal 2->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,3
task167,18.470581,685,391,294,9,1673,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111,"current_best_6122,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",18.470581,685,afr1ste_5689_score_n3,76,color_fill,color_fill,"train=5;test=1;shape_preserving,color_disjoint,color_fill",in 3-3x3-3 -> out 3-3x3-3; pal 3->2,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task168,15.076563,20403,20218,185,45,4620,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,15.076563,20403,candidate_nadeem6252_plus_ours_38_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=2;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 10-10x10-10 -> out 10-10x10-10; pal 3->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,2
task169,14.929770,23629,22973,656,168,20803,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",14.929770,23629,candidate_nadeem6252_plus_ours_38_score_n3,76,color_fill,color_fill,"train=3;test=1;shape_preserving,color_fill",in 10-10x10-10 -> out 10-10x10-10; pal 2->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,2
task170,13.728331,78564,78315,249,681,50577,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,13.728331,78564,candidate_nadeem6252_plus_ours_38_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,reduce",in 22-27x21-25 -> out 3-4x3-4; pal 10->10,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,7
task171,18.186555,910,0,910,1,3825,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",18.186555,910,afr1ste_5689_score_n3,76,other,other,"train=4;test=1;shape_preserving,color_superset",in 3-5x3-6 -> out 3-5x3-6; pal 1->2,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
